name;roaster;roast;loc_country;origin;100g_USD;rating;review_date;review;
Alemu Bukato Ethiopia;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,51;93;September 2018;Deeply rich, crisply sweet-tart. Apricot, pink grapefruit zest, malt, dark chocolate, orange blossom in aroma and cup. Sweet-savory in structure with juicy acidity;
Ethiopia Nano Genji #4;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,51;93;June 2020;Richly sweet, floral-toned. Candied violet, almond nougat, maple syrup, date, cocoa nib in aroma and cup. Sweet-toned structure with gentle, round acidity;
Nano Genji #4 Espresso;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,51;96;June 2020;Evaluated as espresso. Expressive, confident, lyrical. Lychee, dark chocolate, star jasmine, sandalwood, Meyer lemon in aroma and small cup. Lively, creamy mouthfeel;
Benti Nenqa #209 Ethiopia;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,51;94;September 2020;Delicately intricate, deeply sweet. Passion fruit, jasmine, sandalwood, cocoa nib, tangerine zest in aroma and cup. Juicy, effervescent acidity;
Buna Boka #1;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,51;94;October 2020;Floral, bright, citrusy, balanced. Star jasmine, cocoa nib, tangerine zest, caramel, cedar in aroma and cup. Balanced, sweetly tart structure with lively acidity;
Kenya Washed Nyeri Hill Farm AA Top;Kakalove Cafe;Medium-Light;Taiwan;Kenya;5,52;96;September 2022;Rich-toned, expressively layered, deeply sweet-savory. Ginger flower, toasted coconut, dried red currant, wild honey, cedar in aroma and cup. Savory-sweet structure with high-toned, vibrant acidity;
Ethiopia Kayon Mountain Natural;Lexington Coffee Roasters;Medium-Light;United States;Ethiopia;5,57;93;August 2018;Richly sweet, floral-toned. Narcissus-like flowers, almond, maple syrup, apricot, myrrh in aroma and cup. Sweetly tart in structure, with bright, juicy acidity;
Cuxinales Guatemala;Barrington Coffee Roasting;Medium-Light;United States;Guatemala;5,57;93;November 2018;Balanced, deeply rich and sweet. Butterscotch, sandalwood, dark chocolate, dried apricot, lantana in aroma and cup. Appealing bittersweet structure with brisk acidity;
Colombia FUDAM Nariño;Lexington Coffee Roasters;Medium-Light;United States;Colombia;5,57;92;November 2020;Sweetly fruit- and nut-toned. Plum, pistachio, magnolia, baking chocolate, oak in aroma and cup. Crisply sweet structure with brisk acidity;
Ethiopia Yirgacheffe Dumerso G1 Natural;RamsHead Coffee Roasters;Medium-Light;United States;Ethiopia;5,57;94;January 2021;Sweetly fruit-toned, crisply tart. Raspberry, honeysuckle, almond, lemon zest, caramel in aroma and cup. Sweet-tart structure with juicy acidity;
La Esperanza Colombia Estate;Durango Coffee Company;Medium-Light;United States;Colombia;5,57;93;March 2021;Delicately fruit-toned. Raspberry jam, lemon thyme, dark chocolate, almond brittle, fresh-cut oak in aroma and cup. Sweet structure with gentle, lively acidity;
Nayamasasa Democratic Republic of the Congo;Roadmap CoffeeWorks;Medium-Light;United States;Democratic Republic Of The Congo;5,57;93;April 2021;Balanced, richly sweet. Apricot, agave syrup, baking chocolate, cashew butter, tangerine zest in aroma and cup. Sweet structure with pert acidity;
Colombia La Esperanza Potosí Anaerobic Process;Durango Coffee Company;Medium-Light;United States;Colombia;5,57;94;October 2021;Deeply pungent, richly sweet-savory. Dark chocolate, cranberry sauce, orange blossom, lemon-thyme, a hint of wine barrel in aroma and cup. Brightly sweet-savory with winy acidity;
Ethiopia Guji Mormora Organic Natural;RamsHead Coffee Roasters;Light;United States;Ethiopia;5,57;94;November 2021;Crisply sweet-tart, cocoa-toned. Narcissus, cocoa nib, raspberry, tangerine zest, white peppercorn in aroma and cup. Sweet-tart structure with gently bright acidity;
Costa Rica Las Lajas Perla Negra;Durango Coffee Companuy;Medium-Light;United States;Costa Rica;5,57;94;October 2022;Delicately fruit-toned, richly tart. Raspberry jam, cocoa nib, lime, honeysuckle, cedar in aroma and cup. Sweetly tart structure with juicy acidity;
Guatemala El Retiro del Quisaya;Chocolate Fish Coffee Roasters;Light;United States;Guatemala;5,58;93;November 2017;Delicately sweet and balanced with a subtle hint of fermented fruit. Peach, sweet chocolate, sandalwood, honeysuckle, almond in aroma and cup. Gently and sweetly bright in structure;
Ethiopia Bishan Fugu;Noble Coffee Roasting;Light;United States;Ethiopia;5,58;93;November 2017;Delicate, sweetly tart. Strawberry, caramel, musk, cocoa butter, magnolia in aroma and cup. Quietly tart-leaning structure with sweet undertones;
Ethiopia Reko Estate Yirgacheffe;Temple Coffee and Tea;Medium-Light;United States;Ethiopia;5,58;92;January 2018;Deep, intense, sweetly perfumy, savory-edged. Dark chocolate, vanilla, dried mango, sandalwood, a hint of dried mint in aroma and cup. Very sweet though also rather drying and tannic in structure;
Ethiopia Kayon Mountain;Red Rooster Coffee Roaster;Light;United States;Ethiopia;5,58;94;July 2018;Elegant, intricately rich. Lemon verbena, raw honey, mango, star jasmine, roasted cacao nib in aroma and cup. Vibrantly sweet-tart in structure with juicy acidity;
Ethiopia Reko;Temple Coffee and Tea;Medium-Light;United States;Ethiopia;5,58;91;November 2018;Crisply sweet-tart. Apricot, sandalwood, maple syrup, orange zest, freesia-like flowers in aroma and cup. Sweet-tart structure with brisk acidity;
Kenya Ruthaka Peaberry;Temple Coffee Roasters;Medium;United States;Kenya;5,58;95;January 2019;Deeply sweet, richly savory. Dark chocolate, pistachio, red currant jam, honeysuckle, a hint of marjoram in aroma and cup. Balanced, sweetly savory structure with elegant, lilting acidity;
Colombia La Guamera Honey;Origin Coffee Roasters;Medium-Light;Hawai'i;Colombia;5,58;92;February 2019;Crisp, high-toned, richly sweet. Strawberry, cocoa powder, honeysuckle, cedar, cashew butter in aroma and cup. Sweet-tart structure with bright acidity;
Ethiopia Tadese Yonka;Gracenote Coffee Roasters;Medium-Light;United States;Ethiopia;5,58;93;February 2019;Fruit-centered, crisply sweet. Bing cherry, magnolia, oak, agave syrup, baker’s chocolate in aroma and cup. Sweet-toned structure with gentle acidity;
Eaagads Estate Kenya;Greater Goods Coffee Roasters;Medium-Light;United States;Kenya;5,58;94;March 2019;Nuanced, multi-layered, richly sweet-savory. Black currant, dark chocolate, sweet marjoram, narcissus, maple syrup in aroma and cup. Sweet-toned structure with savory underpinnings;
Ethiopia Sidama Shantewene;Cafe Virtuoso;Medium-Light;United States;Ethiopia;5,58;95;April 2019;Richly fruit-toned, musky sweet. Raspberry jam, fine musk, apple brandy, hop flowers, almond in aroma and cup. Balanced, sweet-tart-savory in structure with vibrant, juicy acidity;
Suyusama Colombia;Bird Rock Coffee Roasters;Medium-Light;United States;Colombia;5,58;92;may-19;Richly bittersweet with pleasing savory undertones. Milk chocolate, hop flowers, apricot, narcissus, sandalwood in aroma and cup. Savory-sweet structure with brisk acidity;
Kenya Handege;Greater Goods Coffee Roasters;Medium;United States;Kenya;5,58;94;August 2019;Very sweet, tart, musky and rich. Sugarcane, orange zest, ripe peach, gardenia, myrhh in aroma, with elegant tobacco and cocoa also emerging in the cup. Structure is deeply sweet-savory, with juicy acidity;
Guatemala Guayabales Single-Origin Espresso;Temple Coffee Roasters;Medium;United States;Guatemala;5,58;93;August 2019;Evaluated as espresso. Nuanced, floral-toned, richly sweet. Wisteria, chocolate fudge, almond brittle, cedar, black cherry in aroma and small cup. Lightly syrupy, crisp mouthfeel;
Guatemala Los Santos;Temple Coffee Roasters;Medium-Light;United States;Guatemala;5,58;92;August 2019;Bittersweet, rich-toned. Date, grapefruit zest, hazelnut, cedar, freesia-like flowers in aroma and cup. Sweet-toned structure with brisk acidity;
Ethiopia Sidamo Gora Kone;Temple Coffee Roasters;Medium-Light;United States;Ethiopia;5,58;94;September 2019;Subtly and sweetly rich, deeply savory. Goji berry, cocoa nib, myrrh, fine musk, gardenia in aroma and cup. Sweet-savory structure with juicy acidity;
Guatemala Maragogype La Providencia;Bird Rock Coffee Roasters;Medium-Light;United States;Guatemala;5,58;93;February 2020;Richly sweet-tart, floral-toned. Pomegranate, wisteria, maple syrup, pink grapefruit zest, cocoa nib in aroma and cup. Tart-leaning structure with juicy, buoyant acidity;
Organic Suke Quto Ethiopia;Greater Goods Coffee Roasters;Medium-Light;United States;Ethiopia;5,58;95;may-20;Overarchingly sweet, richly savory. Nectarine, sandalwood, marzipan, spearmint, freesia-like flowers in aroma and cup. Deeply sweet structure with a tart, vibrant acidity;
Suyusama Colombia;Bird Rock Coffee Roasters;Medium-Light;United States;Colombia;5,58;93;June 2020;Cocoa-toned, crisply sweet. Cocoa powder, hazelnut butter, pear, cedar, agave syrup in aroma and cup. Sweet in structure with brisk acidity;
Guatemala Vista Al Bosque;Oak & Bond Coffee Company;Medium;United States;Guatemala;5,58;93;June 2020;Chocolaty, floral-toned. Dark chocolate, rhododendron-like flowers, hazelnut butter, date, cedar in aroma and cup. Sweet in structure with gentle, round acidity;
Guatemala Bella Carmona;Conscious Cup Coffee Roasters;Medium-Light;United States;Guatemala;5,58;94;August 2020;Deeply chocolaty, vibrantly high-toned. Dark chocolate, nectarine, almond butter, freesia-like flowers, lemon thyme in aroma and cup. Sweet-tart structure with bright, juicy acidity;
Ethiopia Kayon Mountain (Natural);Red Rooster Coffee Roaster;Light;United States;Ethiopia;5,58;94;August 2020;Fruit-toned, richly floral. Wild strawberry, lilac, honey, pink peppercorn, dark chocolate in aroma and cup. Sweetly tart structure with citrusy acidity;
Ethiopia Dur Feres Natural;Red Rooster Coffee Roaster;Medium-Light;United States;Ethiopia;5,58;94;November 2020;Gently fruit-toned, crisply sweet. Blueberry, honeysuckle, hazelnut, lemon zest, caramel in aroma and cup. Sweet-toned structure with juicy acidity;
Shantawene Ethiopia Daya Bensa Natural;Cafe Virtuoso;Light;United States;Ethiopia;5,58;94;November 2020;Cleanly fruit-toned, bright and lively. Honeydew melon, dark chocolate, hop flowers, lemon verbena, fresh-cut oak in aroma and cup. Richly bittersweet in structure, balanced with juicy acidity;
Costa Rica Cloza Estate;Souvenir Coffee;Medium-Light;United States;Costa Rica;5,58;93;February 2021;Crisp, balanced, richly nut-toned. Nutella, red apple, freesia, agave syrup, cedar in aroma and cup. Very sweet in structure with brisk acidity;
Ethiopia Suke Quto Single-Origin Espresso;Temple Coffee Roasters;Medium-Light;United States;Ethiopia;5,58;94;February 2021;Evaluated as espresso. Richly fruit-centered, deeply aromatic. Raspberry, dark chocolate, sandalwood, narcissus, lemon verbena in aroma and small cup. Plush, viscous mouthfeel;
Ethiopia Gera Limu;Temple Coffee Roasters;Medium-Light;United States;Ethiopia;5,58;94;February 2021;Delicately sweet, subtly tart, elegant. Apricot, almond, cocoa nib, key lime, caramel in aroma and cup. Sweet-tart structure with bright, juicy acidity;
Ethiopia Halo Hartume Daniel Mijane;Old World Coffee Lab;Medium-Light;United States;Ethiopia;5,58;94;March 2021;Delicately vibrant, crisply sweet-tart. Peach, cocoa nib, lilac, pink grapefruit zest, pistachio in aroma and cup. Balanced, sweetly tart in structure;
Project Congo Muungano;Wonderstate Coffee;Light;United States;Democratic Republic Of The Congo;5,58;93;March 2021;Crisply sweet, deeply rich. Date, baking chocolate, magnolia, maple syrup, hazelnut butter in aroma and cup. Sweet in structure with brisk acidity;
Peru Jheyner Roman;Temple Coffee Roasters;Medium-Light;United States;Peru;5,58;92;March 2021;Crisply sweet, deep-toned. Pecan pralines, date, magnolia, cedar, baking chocolate in aroma and cup. Sweet structure with brisk acidity;
Colombia La Victoria;Temple Coffee Roasters;Medium-Light;United States;Colombia;5,58;92;March 2021;Rich-toned, deeply aromatic. Dark chocolate, hop flowers, brown sugar, orange zest, hazelnut in aroma and cup. Bittersweet structure with gentle, round acidity;
Suyusama Colombia;Bird Rock Coffee Roasters;Medium-Light;United States;Colombia;5,58;93;April 2021;Chocolaty, sweetly nut-toned. Baking chocolate, hazelnut butter, Bing cherry, cedar, maple syrup in aroma and cup. Sweet in structure with brisk acidity;
Primavera Colombia Espresso;JBC Coffee Roasters;Medium-Light;United States;Colombia;5,58;94;August 2021;Evaluated as espresso. Crisply sweet, balanced, deep-toned. Pomegranate, dark chocolate, molasses, sandalwood, lilac in aroma and small cup. Viscous, full mouthfeel;
Guatemala El Mirador;Novo Coffee Roasters;Medium-Light;United States;Guatemala;5,58;93;September 2021;Deeply sweet-savory, chocolate-toned. Dark chocolate, pear, praline, magnolia, a hint of thyme in aroma and cup. Sweet-savory structure with gentle, round acidity;
Bekele Heto Natural Ethiopia;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,58;95;November 2021;Cleanly fruit-toned, juicy, deep. Raspberry coulis, cocoa nib, lavender, hazelnut, fresh-cut oak in aroma and cup. High-toned, sweetly tart structure with juicy-vibrant acidity;
Ethiopia Banko Gotiti Daniel Mijane;Old World Coffee Lab;Medium-Light;United States;Ethiopia;5,58;92;January 2022;Sweetly herbaceous, citrus-toned. Thyme, lemon balm, cocoa nib, freesia-like flowers, maple syrup in aroma and cup. Sweet-tart structure with balanced acidity;
Gelena Geisha;Corvus Coffee Roasters;Medium-Light;United States;Ethiopia;5,58;94;January 2022;Deeply sweet, slightly fermenty. Dark chocolate, orange zest, whiskey barrel, almond butter, magnolia in aroma and cup. Bittersweet structure with round acidity;
Silver Monk Seasonal Blend;Corvus Coffee Roasters;Medium-Light;United States;Ethiopia;5,58;92;January 2022;Floral-toned, gently spicy. Freesia-like flowers, cocoa nib, orange zest, candied walnut, fresh-cut fir in aroma and cup. Crisply sweet finish with brisk acidity;
Hunapu Natural Guatemala;JBC Coffee Roasters;Medium-Light;United States;Guatemala;5,58;94;January 2022;Cleanly fruit-forward. Date, pink grapefruit zest, fresh-cut oak, hazelnut, magnolia in aroma and cup. Sweet structure with crisp acidity;
Gigesa Ethiopia;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,58;93;January 2022;Bright, citrusy. Lime zest, cocoa nib, lychee, marjoram, freesia-like flowers in aroma and cup. Lively structure with crisp acidity;
Guatemala Finca Buena Esperanza;Oak & Bond Coffee Company;Medium-Light;United States;Guatemala;5,58;93;February 2022;Vibrant, deep, complex. Apricot, baking chocolate, hazelnut, lemon verbena, freesia-like flowers in aroma and cup. Sweetly tart structure with juicy acidity;
Shakiso Natural;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,58;94;February 2022;Deeply aromatic, richly sweet-tart. Black cherry, honeysuckle, hazelnut butter, baking chocolate, tangerine zest in aroma and cup. Sweetly tart structure with fruit-toned, winy acidity;
Ethiopia Durato Bombe;Magnolia Coffee;Medium-Light;United States;Ethiopia;5,58;94;March 2022;Richly fruit-forward, deeply chocolaty. Dried mango, chocolate fudge, wisteria, cedar, pistachio in aroma and cup in aroma and cup. Sweetly tart structure with winy acidity;
Gigesa Ethiopia;JBC Coffee Roasters;Medium-Light;United States;Ethiopia;5,58;94;April 2022;Complex, multi-layered, deeply sweet. Dark chocolate, date, butterscotch, ginger blossom, marjoram in aroma and cup. Sweetly tart structure with high-toned acidity;
Birambo Village DR Congo;JBC Coffee Roasters;Medium-Light;United States;Democratic Republic Of The Congo;5,58;93;may-22;Crisp, balanced, very sweet. Aromatic orchid, apricot, almond, cocoa nib, lemon verbena in aroma and cup. Sweet-toned structure with brisk acidity;
